LineId,Time,Component,Pid,Content,GroupTemplate,GroupTokens,idxDynamicTok,StaticTokList,EventTemplate
96,20171223-22:15:36:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
97,20171223-22:15:36:154,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127032,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
98,20171223-22:15:36:157,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
99,20171223-22:15:36:157,Step_StandReportReceiver,30002312,REPORT : 7019 5011 150346 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
100,20171223-22:15:36:356,Step_LSC,30002312,onStandStepChanged 3592,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
101,20171223-22:15:36:365,Step_LSC,30002312,onExtend:1514038537000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
102,20171223-22:15:36:657,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
103,20171223-22:15:36:657,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
104,20171223-22:15:36:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127054,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
105,20171223-22:15:36:672,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
106,20171223-22:15:36:673,Step_StandReportReceiver,30002312,REPORT : 7020 5012 150368 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
107,20171223-22:15:37:351,Step_LSC,30002312,onStandStepChanged 3593,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
108,20171223-22:15:37:361,Step_LSC,30002312,onExtend:1514038538000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
109,20171223-22:15:37:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
110,20171223-22:15:37:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
111,20171223-22:15:37:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127075,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
112,20171223-22:15:37:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
113,20171223-22:15:37:671,Step_StandReportReceiver,30002312,REPORT : 7021 5012 150389 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
114,20171223-22:15:37:848,Step_LSC,30002312,onStandStepChanged 3594,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
115,20171223-22:15:37:858,Step_LSC,30002312,onExtend:1514038538000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
116,20171223-22:15:38:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
117,20171223-22:15:38:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
118,20171223-22:15:38:159,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127097,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
119,20171223-22:15:38:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
120,20171223-22:15:38:164,Step_StandReportReceiver,30002312,REPORT : 7022 5013 150411 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
121,20171223-22:15:38:349,Step_LSC,30002312,onStandStepChanged 3595,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
122,20171223-22:15:38:361,Step_LSC,30002312,onExtend:1514038539000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
123,20171223-22:15:38:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
124,20171223-22:15:38:654,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
125,20171223-22:15:38:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127118,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
126,20171223-22:15:38:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
127,20171223-22:15:38:669,Step_StandReportReceiver,30002312,REPORT : 7023 5014 150432 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
128,20171223-22:15:38:850,Step_LSC,30002312,onStandStepChanged 3596,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
129,20171223-22:15:38:868,Step_LSC,30002312,onExtend:1514038539000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
130,20171223-22:15:39:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
131,20171223-22:15:39:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
132,20171223-22:15:39:155,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127139,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
133,20171223-22:15:39:156,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
134,20171223-22:15:39:156,Step_StandReportReceiver,30002312,REPORT : 7024 5015 150454 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
135,20171223-22:15:39:348,Step_LSC,30002312,onStandStepChanged 3597,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
136,20171223-22:15:39:354,Step_LSC,30002312,onExtend:1514038540000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
137,20171223-22:15:39:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
138,20171223-22:15:39:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
139,20171223-22:15:39:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127161,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
140,20171223-22:15:39:669,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
141,20171223-22:15:39:669,Step_StandReportReceiver,30002312,REPORT : 7025 5015 150475 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
142,20171223-22:15:40:349,Step_LSC,30002312,onStandStepChanged 3598,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
143,20171223-22:15:40:365,Step_LSC,30002312,onExtend:1514038541000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
144,20171223-22:15:40:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
145,20171223-22:15:40:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
146,20171223-22:15:40:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127182,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
147,20171223-22:15:40:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
148,20171223-22:15:40:676,Step_StandReportReceiver,30002312,REPORT : 7026 5016 150496 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
149,20171223-22:15:40:848,Step_LSC,30002312,onStandStepChanged 3599,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
150,20171223-22:15:40:852,Step_LSC,30002312,onExtend:1514038541000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
151,20171223-22:15:41:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
152,20171223-22:15:41:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
153,20171223-22:15:41:152,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127204,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
154,20171223-22:15:41:153,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
155,20171223-22:15:41:153,Step_StandReportReceiver,30002312,REPORT : 7027 5017 150518 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
156,20171223-22:15:41:353,Step_LSC,30002312,onStandStepChanged 3600,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
157,20171223-22:15:41:358,Step_LSC,30002312,onExtend:1514038542000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
158,20171223-22:15:41:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
159,20171223-22:15:41:658,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
160,20171223-22:15:41:667,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127225,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
161,20171223-22:15:41:670,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
162,20171223-22:15:41:672,Step_StandReportReceiver,30002312,REPORT : 7028 5017 150539 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
163,20171223-22:15:41:848,Step_LSC,30002312,onStandStepChanged 3601,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
164,20171223-22:15:41:856,Step_LSC,30002312,onExtend:1514038542000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
165,20171223-22:15:42:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
166,20171223-22:15:42:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
167,20171223-22:15:42:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127246,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
168,20171223-22:15:42:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
169,20171223-22:15:42:165,Step_StandReportReceiver,30002312,REPORT : 7029 5018 150561 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
170,20171223-22:15:42:848,Step_LSC,30002312,onStandStepChanged 3602,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
171,20171223-22:15:42:852,Step_LSC,30002312,onExtend:1514038543000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
172,20171223-22:15:43:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
173,20171223-22:15:43:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
174,20171223-22:15:43:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127268,d37ad1997bd8bb1e5d09f06b50d00be1,"['calculateCaloriesWithCache', '<*>']",[1],"[['totalCalories', '=', '<*>']]",calculateCaloriesWithCache totalCalories=<*>
175,20171223-22:15:43:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,f3a4f39045942ff156ced14f0e1ddef4,"['calculateAltitudeWithCache', '<*>']",[1],"[['totalAltitude', '=', '<*>']]",calculateAltitudeWithCache totalAltitude=<*>
176,20171223-22:15:43:164,Step_StandReportReceiver,30002312,REPORT : 7030 5019 150582 240,9cb12ecb7ae63983e651243fb3f32dfe,"['REPORT', ':', '<*>', '<*>', '<*>', '<*>']",[],[],REPORT : <*> <*> <*> <*>
177,20171223-22:15:43:348,Step_LSC,30002312,onStandStepChanged 3603,2a5108f514b8d5eb4cfed31e5a4f1e68,"['onStandStepChanged', '<*>']",[],[],onStandStepChanged <*>
178,20171223-22:15:43:354,Step_LSC,30002312,onExtend:1514038544000 1 0 4,7aa966566751306144084fa0c7704d5c,"['<*>', '<*>', '<*>', '<*>']",[0],"[['onExtend', ':', '<*>']]",onExtend:<*> <*> <*> <*>
179,20171223-22:15:43:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,186bee7a46a9a141475ac614664ab43c,"['getTodayTotalDetailSteps', '=', '<*>']",[2],"[['<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
180,20171223-22:15:43:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,3ab8f5d5bc80934d872e70e317e829a4,['<*>'],[0],"[['setTodayTotalDetailSteps', '=', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>', '#', '#', '<*>']]",setTodayTotalDetailSteps=<*>##<*>##<*>##<*>##<*>##<*>
