LineId,Date,Time,Level,Component,Content,GroupTemplate,GroupTokens,idxDynamicTok,DynamicTokList,StaticTokList,EventTemplate
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['12', ','], ['30', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['15', ','], ['26', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['40', ','], ['7', ','], ['33', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['13', ','], ['28', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>).', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['3', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['1', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['2', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['4', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['0', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['42', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['56', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,7dd42265327239c49549a261d4608897,"['Started', 'reading', 'broadcast', 'variable', '<*>']",[],[],[],Started reading broadcast variable <*>
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['69', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['78', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['79', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)",78ff11bdb2baddb66f3f2ba1ac0bddfe,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)"
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,751c8376cbc1d0543e2188c56e562c26,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",[],[],[],Reading broadcast variable <*> took <*> ms
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)",b8c7d1cab9f5369b82054b9af5144920,"['Block', '<*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)"
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-4131', ','], ['4172', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['-4122', ','], ['4162', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-4121', ','], ['4162', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-4138', ','], ['4179', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['42', ','], ['-4134', ','], ['4175', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['79', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['56', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['42', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['78', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['69', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['87', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['101', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['112', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['118', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,7dd42265327239c49549a261d4608897,"['Started', 'reading', 'broadcast', 'variable', '<*>']",[],[],[],Started reading broadcast variable <*>
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,ed0bb5a911190b4cb7991c8859d3990b,"['Got', 'assigned', 'task', '<*>']",[],[],[],Got assigned task <*>
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),4bbf633376c9c596ee422f0bc34b5042,"['Running', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>']",[7],"[['119', ')']]","[['<*>', ')']]",Running task <*> in stage <*> (TID <*>)
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)",78ff11bdb2baddb66f3f2ba1ac0bddfe,"['Block', '<*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as bytes in memory (estimated size <*> KB, free <*> KB)"
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,751c8376cbc1d0543e2188c56e562c26,"['Reading', 'broadcast', 'variable', '<*>', 'took', '<*>', 'ms']",[],[],[],Reading broadcast variable <*> took <*> ms
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)",b8c7d1cab9f5369b82054b9af5144920,"['Block', '<*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', '<*>', 'KB,', 'free', '<*>', 'KB)']",[],[],[],"Block <*> stored as values in memory (estimated size <*> KB, free <*> KB)"
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,9504f703a6e7c55ae9ffc252c18e6008,"['Found', 'block', '<*>', 'locally']",[],[],[],Found block <*> locally
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-147', ','], ['186', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
143,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-147', ','], ['186', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
144,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['41', ','], ['-139', ','], ['179', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
145,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['38', ','], ['-156', ','], ['194', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
146,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0",9e2b95ef03d096b0d9069b6fc56eadee,"['Times:', 'total', '=', '<*>', 'boot', '=', '<*>', 'init', '=', '<*>', 'finish', '=', '<*>']","[3, 6, 9]","[['39', ','], ['-159', ','], ['198', ',']]","[['<*>', ','], ['<*>', ','], ['<*>', ',']]","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
147,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['119', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
148,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['112', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
149,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['118', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
150,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['101', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
151,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,acdb01c88021abfa60ce79f4a8a028c5,"['Finished', 'task', '<*>', 'in', 'stage', '<*>', '(TID', '<*>', '<*>', 'bytes', 'result', 'sent', 'to', 'driver']",[7],"[['87', ')', '.']]","[['<*>', ')', '.']]",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
